DATE,Energy_Consumption,TAVG,TMAX,TMIN,PRCP,Year_x,Real GDP (millions of chained 2017 dollars),Year_y,Total Employment (number of jobs),Month,Year,DayOfWeek,Energy_Consumption_Lag_1,Energy_Consumption_Lag_2,Energy_Consumption_Lag_3,Energy_Consumption_Lag_4,Energy_Consumption_Lag_5,Energy_Consumption_Lag_6,Energy_Consumption_Lag_7,Energy_Consumption_Lag_8,Energy_Consumption_Lag_9,Energy_Consumption_Lag_10,Energy_Consumption_Lag_11,Energy_Consumption_Lag_12,Energy_Consumption_Rolling_Mean
2017-03-01,-0.5503974087468035,-0.9615960318936397,62.306116884685146,42.06828526085917,4.015769580155234,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,3,2017,2,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,19419.498196666664
2017-02-01,-1.1069044665800432,-0.5238798414245474,62.49333710813259,43.719521401968,4.166731257261308,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,2,2017,2,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,18769.994753333332
2017-01-01,-0.1885122712000905,-1.422203766709293,64.10260203659405,40.12197541271124,4.843655288868964,2017,-0.15771192875798698,2017-01-01 00:00:00,0.11479991936530995,1,2017,6,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,19491.459796666666
2016-12-01,-0.16741496632096783,0.11098656663843401,59.62229167030643,46.30856274426024,4.254193544854705,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,12,2016,3,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,19852.118319999998
2016-11-01,-0.5268260805379417,-1.19069018710297,62.04775254729093,45.17064333301471,3.921759528337696,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,11,2016,1,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,20398.384130000002
2016-10-01,0.06305270060589221,-0.6683482062391228,65.2984598493707,43.95751585881244,4.188492905556169,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,10,2016,5,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,20635.285463333334
2016-09-01,1.0479193179138813,-0.7142389209952286,60.60455136454987,42.26270113371287,4.503869212292649,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,9,2016,3,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21779.778316666667
2016-08-01,2.0481683121885346,0.86321461481541,62.78787446875907,44.21851179093906,4.624870715579411,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,8,2016,0,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24204.677143333334
2016-07-01,0.9451292100751987,-1.4814264321294632,62.646305426347,43.31543780999897,4.402617958199295,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,7,2016,4,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,25035.33770666666
2016-06-01,0.39947587195112294,-1.2979015710214494,62.75034922339257,45.77230311888493,5.112278818071614,2016,-0.5779432941145165,2016-01-01 00:00:00,-0.20166249869923622,6,2016,2,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,24424.691813333335
